,pollution_index,traffic_time_index,groceries_index,name,hotel_price_index,cpi_index,quality_of_life_index,restaurant_price_index,property_price_to_income_ratio,health_care_index,safety_index,crime_index,cpi_and_rent_index,rent_index,traffic_inefficiency_index,purchasing_power_incl_rent_index,traffic_co2_index,traffic_index,error
276V1M45SK,,,,"Ermelo, South Africa",,,,,,,,,,,,,,,
27B4Y745VC,,,,"Emmen, Netherlands",,,,64.0594175815,,,,,,,,,,,
27NCV0462Z,56.6912972085,49.25,30.3802360711,"Campinas, Brazil",27.0567471421,40.4746064476,128.330983398,35.1017988783,10.8566263191,53.7037037037,32.8335160819,67.1664839181,28.077117411,14.7100083043,218.457984598,76.247604034,4012.5,203.908182056,
27QSSH4674,,,,"Buchs, Switzerland",,,,,,,,,,,,,,,
27ZH9546DF,39.6000205379,46.1739130435,78.5877826038,"Singapore, Singapore",45.1758536094,85.7984932899,90.7372913879,53.965955894,23.0122500838,66.9544089263,83.4331206803,16.5668793197,79.5005155071,72.7099665561,178.353270019,113.03193711,3582.0,183.12159964,
28ACGY46QV,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
28AMVF46R5,27.0977011494,40.0,74.7365372877,"Luxembourg, Luxembourg",67.6979179972,83.8860576545,201.761638089,90.6658838425,7.9155540721,72.2222222222,74.21875,25.78125,66.3103749053,47.3600803546,153.371030595,160.347322236,1032.4,124.687325253,
28BTH646SE,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
28EK4A46W4,42.3406478579,20.8333333333,77.6879626729,"Sacramento, CA, United States",62.8342499893,78.3553968899,201.969702754,69.5863513775,3.40406604873,74.3386243386,56.0242419617,43.9757580383,58.7452045901,37.6012794534,83.8247203469,142.280330818,4345.0,100.469886077,
28GV7N46ZA,110.344827586,,50.2564287835,"Cagayan de Oro City, Philippines",15.4901753985,49.5849127763,,16.1306502364,32.4074074074,47.2222222222,59.375,40.625,28.4071271696,5.57300567888,,24.0541961818,,,
28J8FA4713,41.6666666667,,,"Santa Barbara, CA, United States",80.7726254175,,,70.3044939188,9.49139781275,44.4444444444,83.4895833333,16.5104166667,,61.3320587402,,,,,
28PSV1477E,89.6551724138,,,"Pasighat, India",,,,,,,,,,,,,,,
28VJ0E47CQ,,,,"Halmstad, Sweden",,,,69.1771002788,6.48948427716,,92.1875,7.8125,,21.8353804956,,,,,
28VRJC47D3,35.8423139708,46.9310344828,66.7528301338,"Montreal, Canada",48.453816444,64.6202819822,168.860445787,59.4513594892,6.24366967884,58.3551784868,62.1520032861,37.8479967139,45.0713326453,23.993440345,205.191955489,135.369479377,5115.17241379,199.607619444,
28Z9Q747HW,0.0,,81.4224312737,"Bowral, Australia",,,,128.020957439,,,,,,29.3313313434,,,,,
2906SP47JC,36.2684729064,26.25,71.2553973809,"London, Canada",49.8732795041,69.1576741748,171.945209847,61.0509100896,3.1118030399,62.3015873016,44.84375,55.15625,46.1238427813,21.2885122984,99.4606147389,139.099844633,4655.0,109.75000033,
290TX547KB,,30.0,,"Nizamabad (Bodhan), India",,,,10.9647616118,,,,,,2.09948299527,101.866396056,,4800.0,119.835912958,
294YMZ47Q8,51.1247947455,36.1666666667,46.4682824916,"Rotterdam, Netherlands",57.4171567685,68.0827946054,168.328476573,77.5511694747,6.15987766391,63.0952380952,55.3904978124,44.6095021876,47.4456896426,25.1945359718,199.11074372,123.263778421,4976.66666667,148.05800509,
298C0847WD,,,,"Lillehammer, Norway",,,,101.389943117,,,,,,28.3759300514,,,,,
29BME64802,69.7167296305,26.5,28.1567941842,"Visakhapatnam, India",16.6841339137,26.0162495264,,11.6835812059,11.4509386732,92.3611111111,70.6315104167,29.3684895833,15.6183016664,4.40711986016,35.4964702029,49.3985924373,980.0,69.1952171219,
29C8J9480X,,0.0,,"Vista Alegre, Panama",,,,,,,,,,,0.0,,0.0,0.0,
29GT4N484Y,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
29P3EA489F,19.8850574713,15.0,35.4346323998,"Panevezys, Lithuania",26.2637377318,43.1043373969,,26.4130450269,9.03536803468,,73.4375,26.5625,27.9215199551,11.5512391109,0.0,50.6429485521,0.0,18.8729833462,
29RHS548BS,,,77.7513688154,"Marietta, GA, United States",,,,78.6327148119,,77.7777777778,83.75,16.25,,29.1716532671,,,,,
29RKP648BW,27.5862068966,,,"Madras, India",,,,10.174968713,,,,,,8.93626095423,,,,,
29SNHW48D5,,,,"Fulda, Germany",,,,,,,90.625,9.375,,,,,,,
29VD6V48FG,,,,"Ilford, United Kingdom",,,,63.6907274208,,,54.6875,45.3125,,,,,,,
29Y6V948JB,58.1755122768,33.8947368421,33.0415690499,"Sofia, Bulgaria",22.21597275,37.8798502534,136.880439701,30.1101309413,8.92311454533,53.6595287553,51.0838013361,48.9161986639,24.3791872419,9.8226238156,151.269665726,66.5940710562,2721.78947368,118.713982126,
29Z8B348M9,,,,"Umlazi, South Africa",,,,,,,,,,,,,,,
29ZB7Z48MB,,,68.0151910019,"Salem, OR, United States",56.4412579324,67.3439223945,,55.8080001451,3.89239877163,44.4444444444,54.21875,45.78125,47.494876824,26.0934174623,,109.092260629,,,
2A351V48VH,69.7167296305,26.5,28.1567941842,"Visakhapatnam, India",16.6841339137,26.0162495264,,11.6835812059,11.4509386732,92.3611111111,70.6315104167,29.3684895833,15.6183016664,4.40711986016,35.4964702029,49.3985924373,980.0,69.1952171219,
2A3GPE48VY,,,,"Taunton, United Kingdom",,,,,,,,,,,,,,,
2A54P548Z7,,,,"Cumaná, Venezuela",,,,,,,,,,,,,,,
2A54SH48Z8,83.2023283678,46.880952381,26.7967872082,"Bangalore, India",22.6535850428,25.7388245112,120.394406058,15.0096832936,8.18711658935,59.8148693934,51.0824121596,48.9175878404,17.4400918557,8.49230698375,207.516465265,116.164388472,7045.38095238,211.849242344,
2ABY0T496W,,,,"Tolyatti (Togliatti), Russia",28.5353198642,,,,6.5,,,,,9.09153365626,,,,,
2AGK1H49DM,,,,"Alton, United Kingdom",,,,136.536381658,,,,,,46.9063989825,,,,,
2ATRG049XR,,,,"Modling, Austria",,,,,,,,,,,,,,,
2AXDGB4A1F,70.5001894657,25.5,49.3508184786,"Santo Domingo, Dominican Republic",48.281226787,54.7881445203,65.8147569276,42.2442547256,13.5077935943,62.2222222222,27.6490384615,72.3509615385,35.8744860125,15.4815712752,69.0674995351,28.5912936212,6783.0,121.234432162,
2AYMVW4A3H,,,,"Sincelejo, Colombia",,,,,,,,,,,,,,,
2B086Q4A5Y,88.1899744513,71.7142857143,31.8429484364,"Mumbai, India",20.8328142854,29.5155041632,51.6467015394,20.5478219986,35.6145675825,55.1271367521,49.5407548464,50.4592451536,24.4519216418,18.9923112455,317.367520279,83.9394013,7165.71428571,360.160432642,
2B5Z4V4AFF,82.10553814,50.0,,"Bandung, Indonesia",13.3434897497,,,14.0005851343,25.0,52.7777777778,49.2361111111,50.7638888889,,7.95907153723,123.132577307,,13300.0,256.168609177,
2B7ETF4AJT,,,,"Duque De Caxias, Brazil",,,,,,,,,,,,,,,
2B8NHH4AM6,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2B8RNT4AME,,,,"Canton, MA, United States",,,,,,,,,,,,,,,
2B90164ANR,27.3119122257,26.5,67.0076427504,"Newcastle Upon Tyne, United Kingdom",55.6652892648,76.5420109486,,80.4564436744,4.90687679083,91.6666666667,54.7007472826,45.2992527174,53.2778767845,28.1942313201,56.1517794853,148.074097845,1660.0,80.168920694,
2BBAZ14AT6,,,,"Hohenfels, Germany",,,,,,,,,,,,,,,
2BMPDK4BBK,,,,"Floridablanca, Colombia",,,,,,,,,,,,,,,
2BNJTW4BCJ,,,,"Dunaföldvár, Hungary",,,,18.3221150734,4.7984530144,,,,,3.06120448759,,,,,
2BPBF34BFE,29.9137931034,16.2,44.7408737351,"Malaga, Spain",36.5382943952,52.9594665522,205.544499006,47.0716185809,6.77013333333,66.0714285714,71.9866071429,28.0133928571,35.888385792,17.4821586588,38.7474627949,104.296866348,3192.0,82.9474559292,
2BPNAS4BGB,29.9929093895,44.5,70.5767359493,"Glasgow, United Kingdom",59.0954990007,81.9405031247,191.635259729,87.3599070854,4.5737239421,89.8148148148,52.3035389117,47.6964610883,56.3724709073,28.8047372087,145.989379668,144.747353304,3010.0,168.505481586,
2BRWXE4BKY,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2BSA3X4BN8,41.3793103448,35.0,85.3331143445,"Brooklyn, NY, United States",79.8762849634,86.0277538523,,87.9609512457,13.3377730259,86.1111111111,59.2261904762,40.7738095238,84.3701112131,82.5828226782,110.980291946,117.569027464,5480.0,143.17816063,
2BXMYE4BW9,83.2023283678,46.880952381,26.7967872082,"Bangalore, India",22.6535850428,25.7388245112,120.394406058,15.0096832936,8.18711658935,59.8148693934,51.0824121596,48.9175878404,17.4400918557,8.49230698375,207.516465265,116.164388472,7045.38095238,211.849242344,
2BZ8FE4BYZ,,50.0,,"Macapa, Brazil",,,,,,,,,,,74.4082610153,,2660.0,189.947681437,
2C0SBZ4C1H,31.0344827586,53.3333333333,,"Salvador, Brazil",20.7643398753,,,29.4514664259,31.3573883162,52.7777777778,19.7853072853,80.2146927147,,11.9903071489,367.609824376,,14186.6666667,286.059383068,
2C0WCS4C1Y,,,,"Glendora, CA, United States",,,,,,,,,,39.0148491548,,,,,
2C8KV14CNN,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2CA3GY4CVJ,31.0344827586,53.3333333333,,"Salvador, Brazil",20.7643398753,,,29.4514664259,31.3573883162,52.7777777778,19.7853072853,80.2146927147,,11.9903071489,367.609824376,,14186.6666667,286.059383068,
2CBF6Y4CYK,63.0695574991,58.9285714286,45.4291905241,"Istanbul, Turkey",27.3214917023,50.1601895467,132.162620913,34.0068137908,11.2813087455,71.9305384178,53.6598620626,46.3401379374,33.5511385922,15.6430770798,250.128740851,62.0502375199,6956.60714286,278.691849453,
2CBHZH4CYN,21.8295822119,27.0,62.0678145031,"Vienna, Austria",46.9085195918,65.847785807,196.68072148,59.7982360382,15.0994666939,79.0163540164,71.726724242,28.273275758,49.2375455404,31.3282016986,32.6017212531,119.616290071,264.375,54.7643059652,
2CGE194DA2,89.6551724138,,,"Isparta, Turkey",,,,,,,98.4375,1.5625,,,,,,,
2CGGCP4DA8,,,,"Torrington, CT, United States",,,,72.8915273113,,,,,,,,,,,
2CHWTY4DDC,,,,"Soacha, Colombia",,,,,,,,,,,,,,,
2CM49R4DJZ,89.385479674,39.5,40.13171972,"Lima, Peru",35.1899612318,42.7505548067,96.974522586,29.9281719047,14.8723795573,64.1203703704,29.7035149287,70.2964850713,30.0392876015,16.3338594204,116.459253077,52.194146005,4340.0,154.572692219,
2CW2G64E62,,,,"Briarwood, United States",,,,,,,,,,60.1329785139,,,,,
2D163E4EF1,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2D21JR4EGP,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2D2C4K4EGY,,,,"Yamuna Nagar, India",,,,13.4500551862,11.8754236571,,82.03125,17.96875,,2.79931066036,,,,,
2D39ZX4EKD,68.1034482759,,,"Sao Caetano do Sul, Brazil",,,,,,,,,,,,,,,
2D6WK94EVB,74.1379310345,,,"Colombo, Brazil",,,,,,,,,,,,,,,
2D7ZV74EXA,51.724137931,65.0,32.6014756597,"Joao Pessoa, Brazil",20.4060250127,38.3948168446,69.6090799913,24.2038864581,22.619047619,50.0,32.9799107143,67.0200892857,24.5554194419,9.63362886759,108.638461934,33.7558283446,200.0,240.24242387,
2D97114F1P,,,,"Ciudad Lerdo, Mexico",,,,,,,,,,,,,,,
2DEDAX4FDH,,,,"Duque De Caxias, Brazil",,,,,,,,,,,,,,,
2DH6Z04FKY,,,,"Ciudad Guayana, Venezuela",,,,,,,0.0,100.0,,,,,,,
2DNHZG4FW6,,,,"Sundbyberg, Sweden",,,,,,,,,,,,,,,
2DV2BW4G5T,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2DVKQH4G70,46.5517241379,16.0,,"Sao Jose dos Campos, Brazil",24.6313473791,,,28.2385620241,9.18737060041,51.1574074074,38.8920454545,61.1079545455,,11.2563358406,43.3080604268,,4256.0,91.8189117122,
2EFYCD4HAW,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
2EX5KH4HYB,,,,"Rio De Mouro, Portugal",,,,,,,,,,,,,,,
2EZYAR4J2V,78.7846123068,56.6296296296,34.9053012131,"Rio De Janeiro, Brazil",31.449813349,47.9488887786,56.9665811322,38.6912122672,24.007775392,37.4415204678,22.9988772226,77.0011227774,35.364019045,21.7948740087,263.085021795,46.746197369,4294.07407407,247.992488611,
2FA4AC4JJP,27.5862068966,,,"Madras, India",,,,10.174968713,,,,,,8.93626095423,,,,,
2FBBD84JMW,50.2873563218,45.0,75.5600718761,"Toledo, OH, United States",,,,62.6341349219,7.56417405688,72.2222222222,29.375,70.625,,19.1573647382,184.650499267,,11970.0,227.030520406,
2FCZ354JQE,27.5862068966,,42.6417159878,"Balikpapan, Indonesia",13.1132669108,43.6502322223,,18.391137623,,,53.6458333333,46.3541666667,26.353770247,7.70453460746,,59.7467902754,,,
EFYAG31SE,61.8400094292,41.4,66.779989522,"Milan, Italy",58.1449194597,73.3287129366,138.807678149,81.5539245787,18.0341532758,75.1402718508,54.1578687634,45.8421312366,56.4807363615,38.3150626157,120.613681609,93.7621223016,3432.13333333,156.212849188,
EFZ9T31SH,36.2068965517,49.5,88.3931603203,"Leeds, United Kingdom",64.9818467838,88.2104393736,172.37052158,84.4179669455,5.03162737205,72.619047619,51.8914473684,48.1085526316,60.4805134192,30.581802103,273.571080352,129.991419405,6360.0,223.390143353,
EFZQC31SJ,33.6206896552,,,"Dijon, France",,,,80.3790307583,6.61764705882,,59.375,40.625,,,,,,,
EJ67531T2,39.8412698413,27.4,45.4484910133,"Sevilla, Spain",40.6637172259,53.1820037932,186.142154362,50.2931033364,10.4813826423,54.7619047619,72.4438134629,27.5561865371,36.3665698686,18.2359839667,68.9507841167,104.141594815,4004.0,105.161640095,
F1AAA31VF,27.2114376851,30.4,76.5102745184,"Copenhagen, Denmark",75.8376549668,89.3308560338,196.56956505,98.8403442963,7.83292209267,79.7005309505,74.4366501408,25.5633498592,66.3537636776,41.5796098491,117.431585051,126.287456775,2888.66666667,106.31055834,
FQ6AP31WM,53.8074712644,53.75,,"Genoa, Italy",50.5700223202,,,74.2422838077,7.57324729683,71.2962962963,57.0075757576,42.9924242424,,23.1153129319,188.575103959,,6502.5,244.449081972,
FZ8HT31X0,21.8390804598,,,"Karlsruhe, Germany",53.781001274,,,62.1461999176,4.39871749662,,76.171875,23.828125,,28.1080151698,,,,,
GF2Y731Y5,78.5714285714,56.9285714286,31.4062570637,"Recife, Brazil",23.5865587667,38.5563000465,70.8818604509,31.6550459739,13.9138447362,68.3531746032,22.8740236213,77.1259763787,26.0563706757,12.5788092735,460.036214849,54.7988504191,8405.0,281.074780464,
GRHGD31YQ,,,,"Coronado, Panama",,,,43.2189279766,,,18.359375,81.640625,,,,,,,
GW72131Z2,110.344827586,,,"Malta, Malta",,,,67.1558370619,6.67938931298,66.6666666667,81.25,18.75,,20.3301808352,,,,,
H914X31ZS,,,,"Drogheda, Ireland",,,,82.6554998113,,11.1111111111,34.0625,65.9375,,,,,,,
PC6Q234AG,43.2697570629,26.3125,37.4910847418,"Brno, Czech Republic",28.1834359502,41.9105736377,173.833398782,27.350591573,9.36667362838,70.0142450142,69.6044146825,30.3955853175,28.1729246776,13.3608403938,47.3584304881,99.4183543362,1790.625,80.8398210946,
QD66G34DT,,,,"Orkelljunga, Sweden",,,,,,,,,,,,,,,
QKR1V34EM,27.0977011494,40.0,74.7365372877,"Luxembourg, Luxembourg",67.6979179972,83.8860576545,201.761638089,90.6658838425,7.9155540721,72.2222222222,74.21875,25.78125,66.3103749053,47.3600803546,153.371030595,160.347322236,1032.4,124.687325253,
QN3AR34EW,5.95238095238,30.0,72.0268570099,"Gold Coast, Australia",54.6504412847,74.2636538149,221.206574492,68.5721802703,4.62147887324,82.2222222222,51.4632024685,48.5367975315,54.8930372993,34.0074254094,85.7384445547,146.569789604,7847.0,138.303792033,
QZWFP34GB,33.6206896552,,,"Newport, United Kingdom",,,,58.5521555949,,77.7777777778,22.65625,77.34375,,24.8153462127,,,,,
RS9VN34N6,77.7330428192,64.7272727273,41.0033076161,"Nairobi, Kenya",40.567162694,45.1802562283,88.4125663783,33.6693376403,18.502729714,62.9298941799,33.8595094968,66.1404905032,31.9299102866,17.6432414797,251.895427026,28.2244441597,6694.18181818,311.70227984,
RTAH034NE,,,,"Chapel Hill, NC, United States",58.9101904209,,,52.4152783757,,86.1111111111,,,,37.4041443732,,,,,
S2JSX34QX,20.1510541521,30.4444444444,73.9262693005,"Adelaide, Australia",53.436529835,77.3661917678,218.203751109,73.1397742964,5.21871734772,66.8911335578,58.2799803742,41.7200196258,56.6993331722,34.4160988072,88.6693111096,165.872695555,3827.77777778,113.156484569,
SSFJH34ZR,24.6919882011,38.8333333333,90.0436527579,"Boston, MA, United States",68.8746722027,86.472470857,187.574277043,82.4513017911,6.49364717257,79.0242165242,60.1272642688,39.8727357312,81.4437659441,76.0217609689,111.650889595,123.655144448,4186.66666667,150.183496946,
SV4A53509,,,,"Southwark, United Kingdom",,,,,,88.8888888889,,,,,,,,,
T0WCG3526,,,,"Clarksville, TN, United States",,,,60.9454158908,,,,,,,,,,,
T8TG33557,,,128.020483625,"West Hollywood, CA, United States",66.1113334697,105.872732413,,87.9466321905,,,70.3125,29.6875,96.0058907195,85.3673534259,,120.733279799,,,
TBJPB355Y,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
V7V6A35J2,,,,"Drummond, South Africa",,,,,,,,,,,,,,,
VBGBA35MN,74.1379310345,,,"Maracaibo, Venezuela",43.8252715087,,,58.4908786181,,41.6666666667,15.546875,84.453125,,59.6461877354,,,,,
VG2ZV35R1,,,,"Broceni, Latvia",,,,,,,,,,,,,,,
W00GJ35ZN,,,,"Greenville, TX, United States",,,,,,,,,,,,,,,
XXXBB36PC,,,,"Vallabh Vidhyanagar, India",,,,,,,,,,,,,,,
Y9MN237NY,34.8855043172,30.5833333333,65.2036363634,"Winnipeg, Canada",48.7450918276,66.2849725422,164.272496023,57.2401732938,4.62693983208,71.7361111111,48.6011785825,51.3988214175,46.3775482352,24.9131442773,147.838155224,135.603449882,4494.66666667,121.523355822,
YHF0A38JH,,,,"Miyazaki, Japan",,,,,,,0.0,100.0,,,,,,,
YMC6038WG,34.8855043172,30.5833333333,65.2036363634,"Winnipeg, Canada",48.7450918276,66.2849725422,164.272496023,57.2401732938,4.62693983208,71.7361111111,48.6011785825,51.3988214175,46.3775482352,24.9131442773,147.838155224,135.603449882,4494.66666667,121.523355822,
YSF1V39F0,3.44827586207,,,"Saue, Estonia",,,,32.2921350844,,,,,,,,,,,
YSZAZ39GQ,,,79.4608099925,"Burnley, United Kingdom",67.9331283031,87.3143431265,,93.6991993636,2.27631578947,63.8888888889,,,55.4670790929,21.1290085507,,154.8634313,,,
Z9CH73AS0,,,,"Tizi-ouzou, Algeria",,,,28.0604422641,16.4166666667,,,,,,,,,,
ZC4R03ASW,61.8400094292,41.4,66.779989522,"Milan, Italy",58.1449194597,73.3287129366,138.807678149,81.5539245787,18.0341532758,75.1402718508,54.1578687634,45.8421312366,56.4807363615,38.3150626157,120.613681609,93.7621223016,3432.13333333,156.212849188,
ZP7CK3AWP,,,,"Yanceyville, NC, United States",,,,,,,,,,,,,,,
ZX2GN3AZX,28.4926301418,39.0555555556,75.9931489907,"Edmonton, Canada",51.231323774,74.6145002465,175.013033471,65.832730343,4.64023449865,72.8857233302,59.850277965,40.149722035,53.4416069442,30.6127603898,185.92846613,145.468579839,4466.66666667,156.373144772,
