,loan_identifier,nominal_interest_rate,term,purpose,project_description,borrower_identifier,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,published_at,funded_at,status,amount_requested,amount_funded,issuer_id,fraudulent,address_lat,address_lng,net_income_cents,currency,rates_count,rates_paid,base_currency
996,1T7AKF3YD5,1115,term_6_weeks,investment,"A quick loan to buy a couple more miners from GAW. Will have no issue paying this off, as usual my salary will cover it should the worst happen.",1H79ED3N41,B,salaried,GB,connected,none,connected,connected,connected,2014-12-08 16:27:27 +0100,2014-12-09 05:36:40 +0100,fully_paid,20000000,20000000,5068,False,51.510015,-0.015411,200000,GBP,1.0,1.0,btc
997,1T7WP43YDJ,1453,term_12_months,working_capital,"PrasadaBeauty.com received the necessary votes to be eligible for one out of twenty $150,000 grants from Chase Mission Main Street. The winning grants will be rewarded in January.  In the meantime, we are moving our e-commerce over to Shopify so we can start accepting BitCoin! As well as rolling out new products to multiple trade shows, which help us sell direct to other retailers, and meet with prospective clients and vendors. As well as purchasing additional inventory for a end of the year sale.  The Social Media blitz we initiated to get the 271 votes we received also brought us additional sales.  Current $$ Revenue Streams are sufficient to cover the loan payments, and we are hoping to open up our site to BTC payments with additional products outside of our current offerings.  Check us out: www.prasadabeauty.com Feel Free to contact us through our website, happy to answer any and all questions from prospective investors.",1PC3CF3TFB,C,salaried,US,connected,connected,connected,none,connected,2014-12-08 21:36:04 +0100,,canceled,750000000,43000000,6221,False,25.856767,-80.181772,565000,USD,0.0,0.0,btc
998,1T8AVG3YDY,1465,term_6_weeks,other,"Hi! I request this loan, to increase my reputation further. I'll use this loan to fund my minor company expenses also. Early repayment could be expected as before.   My website of company: http://geoneer.hu/  Business contacts also on page.  Thank you for funding!  Vincent",1N97C43S61,C,self_employed,HU,connected,connected,connected,connected,connected,2014-12-09 01:37:52 +0100,,canceled,50000000,0,5973,False,47.511145,18.990685,47500000,HUF,0.0,0.0,btc
999,1T8CV63YE2,1465,term_6_weeks,other,"Hi! My name is András. This is a reputation loan. Thanks for helping me! Please note, that i have profiles both on Btcjam,(https://btcjam.com/users/49962) and Bitlendingclub.(https://bitlendingclub.com/user/index/id/4814/oldskull)",1NY6RH3SVD,C,self_employed,HU,connected,none,connected,connected,none,2014-12-09 02:11:50 +0100,2014-12-10 13:59:31 +0100,fully_paid,30000000,30000000,6126,False,47.412771,18.915021,50000000,HUF,1.0,1.0,btc
1000,1T8DTN3YE6,1465,term_6_weeks,other,Hi! I would like to increase my reputation further. I will use this amount of Bitcoins to pay my minor company expenses as well. The website of my company: http://geoneer.hu/ You can see my business contacts on website. Ardeva token: A54864FA62310F7A41495305 Thank you for financing!,1N97C43S61,C,self_employed,HU,connected,connected,connected,connected,connected,2014-12-09 02:28:38 +0100,2014-12-15 13:54:16 +0100,fully_paid,50000000,50000000,5973,False,47.511145,18.990685,47500000,HUF,1.0,1.0,btc
1001,1T8EY13YED,4048,term_6_weeks,education,"I was a self-employed farm ,, and information, communication, and I come again for a second loan for school fees sister I ,, to be used to pay school exam ,, and this loan will be repaid prior to maturity in income from agriculture I ,, and of bitcoin mining, ore-mine.com..aku hashprofit.com ,, hope investors give confidence to invest this loan to me ,, and I always pay on time of each loan ,, ,,, thank the attention  and support success always. All ",1K85R73Q2E,F,unemployed,ID,connected,connected,connected,connected,connected,2014-12-09 02:47:29 +0100,2014-12-14 11:03:53 +0100,fully_paid,10000000,10000000,5542,False,,,300000000,AED,1.0,1.0,btc
1002,1T8JAM3YER,1994,term_6_weeks,investment,"Hello investors, this is my first loan. To increase my creditably in BitBond. I will be paying back this reputation loan from my cryptocurrency trading and invesment, I had some cloud miner and backup with my salary.",1HFRTA3NAN,D,salaried,ID,connected,connected,connected,connected,none,2014-12-09 03:45:24 +0100,2014-12-15 11:45:20 +0100,fully_paid,10000000,10000000,5128,False,-6.216204,106.963525,450000000,IDR,1.0,1.0,btc
1003,1T9A5J3YFB,2792,term_6_weeks,education,I need this loan to increase my mining power at CEX.IO. I have been mining there for the last 4 months and the earnings are improving. I will use the loan to increase the mining activity.  I will repay the borrowed amount in a months time or less. I am a businessman and will use my own earnings to repay the loan.  I will answer any question from investors and any information that you need from me I will provide to create trust. Thank you,1HPZMK3NM5,E,self_employed,KE,connected,connected,connected,connected,connected,2014-12-09 10:32:18 +0100,2014-12-15 13:58:16 +0100,fully_paid,10000000,10000000,5192,False,-1.294718,36.887131,10000,USD,1.0,1.0,btc
1004,1T9SN33YFN,1380,term_6_months,investment,I am buying LTCGear shares with this loan.  My calculation shows I will earn ~0.7 BTC each month and it will easy cover this loan payments.  I am a single mother of 4 trying to get some extra income.,1T9C683YFD,C,salaried,SE,connected,none,connected,connected,none,2014-12-09 14:56:35 +0100,,canceled,100000000,1000000,7062,True,59.064267,15.101492,697700,SEK,0.0,0.0,btc
1005,1T9V913YFY,1453,term_12_months,investment,"i'm using this loan as Cloud Mining in short tearm  http://goo.gl/zy0y7Z  About ME :- I've worked with various APIs, including: Twilio, Twitter, Foursquare, Amazon, PayPal, Drop.io, Sunlight Labs, EmailYak, and others. I've written wrappers for APIs, as well as written APIs for outside integration into applications I've written Self-motivated systems engineer with over 13+ years of experience in Unix/Linux systems administration. i'm Currntly working AS ( Senior PHP5.5 Developer at Split5.com )  References: https://www.odesk.com/users/~0128dc397761cd1f14 http://eg.linkedin.com/in/zamaliphe/ https://www.freelancer.com/u/zamaliphe.html http://zamaliphe.elance.com  How can you know that you will get your monay back  http://goo.gl/jxWvWz http://goo.gl/Mf5ECK http://goo.gl/8qLYcm",1SRP9E3Y3W,C,self_employed,EG,connected,connected,connected,connected,connected,2014-12-09 15:24:17 +0100,,canceled,700000000,0,6927,False,51.517035,-0.131344,400000,USD,0.0,0.0,btc
1006,1T9XEG3YG5,1465,term_6_weeks,investment,short term loan fast repay    i'm using this loan as Cloud Mining in short tearm    http://goo.gl/zy0y7Z    i'm Currntly working AS ( Senior PHP5.5 Developer at Split5.com )   References:  https://www.odesk.com/users/~0128dc397761cd1f14  http://eg.linkedin.com/in/zamaliphe/  https://www.freelancer.com/u/zamaliphe.html  http://zamaliphe.elance.com ,1SRP9E3Y3W,C,self_employed,EG,connected,connected,connected,connected,connected,2014-12-09 16:01:20 +0100,,canceled,90000000,0,6927,False,51.517035,-0.131344,400000,USD,0.0,0.0,btc
1007,1T9YXD3YGC,2071,term_60_months,education,"I am Adjei Mensah Gabriel, currently work as a Snr. Systems Administrator, I don't have very many expenses besides School so I can probably pay this off early.   I am going to use this loan to pay off my last payment on my tuition payment plan for my MSc In Information Security.  If there are any questions such as where I work or anything else please feel free to ask.   Thanks for considering my offer ",1PTNB23TYB,D,salaried,GH,connected,connected,connected,connected,connected,2014-12-09 16:26:21 +0100,,canceled,770000000,0,6310,False,,,187900,GHS,0.0,0.0,btc
1008,1TA5J93YGN,1994,term_6_weeks,working_capital,"Hello my name is gustavo, im looking to improve my bitcoin trading capabilities and mining systems, i currently have over 1 TH of mining and and im looking to upgrade all, plus i have several trading positions that im looking to cash in and to improve on.  I have a job (ardeva token https://ardeva.com/verify/A54872F0880C864A48050552 ) and im planning on paying this as soon as possible with my own job",1HV25G3NR4,D,salaried,VE,connected,none,connected,none,connected,2014-12-09 18:19:53 +0100,,expired,50000000,7000000,5213,False,,,800000,VEF,0.0,0.0,btc
1009,1TAZKD3YH4,1994,term_6_weeks,investment,"This is a reputation loan, the payment is instant, reaching 100% funded active and I immediately paid.",1K75SA3Q1A,D,self_employed,BR,connected,connected,connected,connected,connected,2014-12-10 01:44:13 +0100,2014-12-10 12:19:08 +0100,fully_paid,10000000,10000000,5532,False,-25.443494,-49.056411,150000,BRL,1.0,1.0,btc
1010,1TBBRA3YH7,1806,term_6_months,working_capital,"This loan is my 2nd loan listing after the one i already canceled because i think its to big amount for my rating. Now, i try to make a loan 0.4 btc for 6 months term with monthly payment basis. I will use this for raise my working capital for trading in bitcoin. Thanks before and after guys.",1SVSKD3Y5W,D,salaried,ID,connected,connected,connected,connected,connected,2014-12-10 05:11:38 +0100,,expired,40000000,6000000,6956,True,-6.251147,106.779306,882000000,IDR,0.0,0.0,btc
1011,1TBC323YH9,2071,term_60_months,renovation,"This is my 3rd loan and its a long term loan with 60 months term and monthly repayment basis. The purposes of this loan is for renovating my one and only house. I will fix my carport and my 2nd floor room and attic, its already broken since last year. I know its a huge and big amount and i really really need this loan to fix my house. If there's any question please feel free to ask in the comment side. Thanks",1SVSKD3Y5W,D,salaried,ID,connected,connected,connected,connected,connected,2014-12-10 05:17:22 +0100,,canceled,890000000,0,6956,True,-6.251147,106.779306,882000000,IDR,0.0,0.0,btc
1012,1TBYJF3YHG,1994,term_6_weeks,other,Greetings everyone  This is my very first loan to create some reputation. Repayment will be on time.  Thanks n regards  Sharad,1PZ64K3V4J,D,salaried,IN,connected,connected,connected,connected,connected,2014-12-10 10:32:47 +0100,,canceled,20000000,0,6343,False,28.349705,77.328463,27628000,INR,0.0,0.0,btc
1013,1TC5J63YJ0,2457,term_36_months,investment,"kaufe damit etwas wo ich wieder teurer verkaufen kann, sprich Gewinn bringend",1TBSRD3YHD,E,unemployed,CH,none,none,connected,none,none,2014-12-10 12:32:06 +0100,,expired,1530000000,1000000,7085,False,47.687376,8.751071,350000,CHF,0.0,0.0,btc
1014,1TC73C3YJ4,1994,term_6_weeks,working_capital,"Hi,  I'm working on opensource Bitcoin Android wallet app (decentralized on BitcoinJ) - https://bitfynd.com  I need this loan to ""survive"" for some time till I'll finish and publish stable release of this app.  Loan will be repaid using funds from other Android/web projects which I'm creating for 3rd party clients.",1SCKFH3XVT,D,self_employed,LT,connected,none,connected,none,none,2014-12-10 12:58:20 +0100,2014-12-19 02:11:01 +0100,charged_off,50000000,50000000,6844,False,54.686596,25.275737,300000,LTL,1.0,0.0,btc
1015,1TCQ7Q3YJD,1806,term_6_months,refinancing,"Greetings everyone, I am listing a debt consolidation loan to help pay off my credit card bills n loans that I have with my bank. I would rather pay you all interest than I would any bank. If you have any questions, please ask me here.  Thanks n regards  Sharad Sharma",1PZ64K3V4J,D,salaried,IN,connected,connected,connected,connected,connected,2014-12-10 17:33:43 +0100,,canceled,110000000,1000000,6343,False,28.349705,77.328463,27628000,INR,0.0,0.0,btc
1016,1TCRJ23YJH,2071,term_60_months,working_capital,"About Us  For the First time in India we introduce the power of 100% Aloe Vera Herbal and Ayurvedic products produced at a cost effective approach so that maximum people can benefit out of our approach we are involved in natural earn technology of Ayurveda, Herbal, Food Supplements in India. The Company began with a mission of ""Our Quality is our Specialty"" Products:---------ALOE VERE JUICE,AROGYAM,WONDER JELLY - ALOE VERA,WONDER JELLY - AMLA,,ALOE GLOW,ALOE CLEAR, ALOE CARE,OCEAN HAIR GEL,Q - WEIGHT,Q - SMART,Q - RELIEF,Q - BREATHE, Q - CONTROL,Q - DIGEST,Q - COUGH   I need my product marketing  & website creators Expense  I m monthly repay loan amount easily because my products margin very nice..  My email id : smartfx2014@gmail.com contact no,, +91 9528116896 https://www.payumoney.com/store/buy/shopsmall ",1TA9183YGP,D,salaried,IN,connected,connected,connected,none,none,2014-12-10 17:56:18 +0100,,expired,530000000,0,7072,False,29.880976,78.049934,1399800,INR,0.0,0.0,btc
1017,1TCX1Y3YJW,1465,term_6_weeks,investment,Hello I plan on using this loan to build my reputation around here. I will be offering 20% return on all investors and your loan will be paid in full in two weeks. Here are screen shoots of my mining power here is my friend site that shows how much I currently produce. All my loans will be paid in full ahead of time. http://jostsoyoucanseethepower.blogspot.com/2014/12/here-is-my-proof.html. if you have any other questions here is my email c424inc@yahoo.com.,1S6HKD3XQN,C,salaried,US,connected,connected,connected,connected,connected,2014-12-10 19:13:02 +0100,2014-12-17 11:03:25 +0100,fully_paid,40000000,40000000,6794,False,32.555602,-84.902136,381400,USD,1.0,1.0,btc
1018,1TD0563YK1,1380,term_6_months,investment,Druga moja pozyczka inwestycyjna wraz z  reputacja zapraszam do inwestowania splata bedzie dokonana wczesniej okolo 30dni ,1NVBWX3SRT,C,salaried,PL,connected,connected,connected,connected,connected,2014-12-10 20:05:58 +0100,2014-12-16 19:21:38 +0100,fully_paid,20000000,20000000,6105,False,50.438468,16.652681,180000,PLN,6.0,6.0,btc
1019,1TD8F93YKB,1029,term_6_months,other,CHARITY NIGHT EVENT. This loan will be use to organize a Christmas charity evening with prizes.,1CJMP53HR6,B,salaried,ID,connected,connected,connected,connected,connected,2014-12-10 22:27:53 +0100,,expired,250000000,24000000,4033,False,-7.238452,112.734996,350000,USD,0.0,0.0,btc
1020,1TE3RJ3YM8,1806,term_6_months,other,"This small loan is intended as a reputation builder.  I currently mine on Hashie.co and CEX.IO, i also trade on CEX.IO.  I am more than capable of repaying this loan, i currently earn an average of 0.0086 BTC/day and I also have a salary.  Your investment will be greatly appreciated.",1SHC7A3XXZ,D,salaried,JM,connected,connected,connected,none,connected,2014-12-11 06:13:38 +0100,2014-12-18 20:43:13 +0100,defaulted,20000000,20000000,6873,False,17.955462,-76.724156,6400000,JMD,6.0,4.0,btc
1021,1TF61A3YN7,2108,term_36_months,investment,"Paycoin ""The People's Money"" What is Paycoin? Paycoin is patient by Geniuses at Work Corporation CEO Josh Garza. A decentralized crypto-currency like Bitcoin with opposite difference's. Paycoin will launch as a Proof-of-work coin with a block time of 1 minute until 12.5 million coin's are created, from this point 5.5 million coin's will be given to current customer's in the Hashpoint Pool Program and ICO. After all 12.5 million coin's have been created, Paycoin will switch to pure Proof-of-Stake for the remainder of the minting process. With the switch to Proof-of-Stake, about 50 special nodes called Prime Controller's will also be created at the start of the Proof-of-Work phase. Prime Controller's play a big roll in the demand for new coin's and the minting process.  ",1TDSWF3YKT,D,salaried,DO,connected,none,connected,connected,connected,2014-12-11 15:58:34 +0100,,expired,1900000000,0,7118,False,40.726083,-74.228686,150000,USD,0.0,0.0,btc
1022,1TF9F23YND,1465,term_6_weeks,investment, short term loan instint repay    i'm using this loan as Cloud Mining in short tearm   http://goo.gl/zy0y7Z,1SRP9E3Y3W,C,self_employed,EG,connected,connected,connected,connected,connected,2014-12-11 16:57:06 +0100,2014-12-14 15:02:17 +0100,fully_paid,20000000,20000000,6927,False,51.517035,-0.131344,400000,USD,1.0,1.0,btc
1023,1TFBC33YNF,1994,term_6_weeks,other,Reputation  loan to establish trust,1TA55Q3YGK,D,salaried,IN,connected,none,connected,connected,none,2014-12-11 17:29:39 +0100,2014-12-25 17:29:39 +0100,fully_paid,100000000,45000000,7071,False,,,14839300,INR,1.0,1.0,btc
1024,1TFD593YP0,1453,term_12_months,working_capital,"I am active on other lending sites with an excellent history:  https://btcjam.com/users/47973 https://bitlendingclub.com/user/index/id/3980/alpinejohn12  I am incorporated in the State of Tennessee with Alpine Investment Groups LLC.  This loan will be used to sell and advocate Bitcoin in Nashville, TN and as much as the surrounding area as we can reach.  This loan is covered many times over with various investments as well as my own income.  My name is Sean Collette, find me on FB for more info!  https://www.facebook.com/profile.php?id=100005026067818  Please e-mail me at AlpineJohn12@yahoo.com  Thanks / Good Luck / God Bless ",1SWS493Y6J,C,unemployed,US,connected,connected,connected,connected,connected,2014-12-11 18:00:09 +0100,,canceled,380000000,0,6963,False,36.103182,-95.035322,250000,USD,0.0,0.0,btc
1025,1TG5V83YPB,1380,term_6_months,investment,Alt Coin Trading    Doge/SPR  3 Month Repayment Max,1SF47C3XX3,C,self_employed,US,none,none,connected,none,none,2014-12-12 01:01:28 +0100,,canceled,140000000,0,6861,True,35.240438,-114.308066,120000,USD,0.0,0.0,btc
1026,1TH4433YPX,1029,term_6_months,investment,"Hashie bitcoin mining investment. At present, the resulting free 10Gh / s mining and would like to expand into high gear. Thank you for a donation! ",1NEAX13SA2,B,self_employed,HU,connected,connected,connected,connected,none,2014-12-12 09:38:11 +0100,,canceled,10000000,0,6011,True,46.82258,16.830997,9500000,HUF,0.0,0.0,btc
1027,1TH4C63YQC,1115,term_6_weeks,investment,"Hashie bitcoin mining investment. At present, the resulting free 10Gh / s mining and would like to expand into high gear. Thank you for a donation! ",1NEAX13SA2,B,self_employed,HU,connected,connected,connected,connected,none,2014-12-12 09:42:30 +0100,2014-12-15 11:41:33 +0100,fully_paid,10000000,10000000,6011,True,46.82258,16.830997,9500000,HUF,1.0,1.0,btc
1028,1TJH213YQS,1465,term_6_weeks,other,Reputation loan 1 of a few.,1NSCG33SQ4,C,salaried,US,connected,connected,connected,connected,connected,2014-12-12 22:25:05 +0100,2014-12-13 19:41:13 +0100,fully_paid,10000000,10000000,6088,False,26.386271,-80.09658,520000,USD,1.0,1.0,btc
1029,1TJZG23YQX,1166,term_36_months,working_capital,"I want to use the extra Bitcoins to help the community buy and sell Bitcoins. Over the past several months I have established a great reputation on LocalBitcoins.com ""Blindxman34"" by working with individuals and assisting them in purchasing Bitcoins.  Many times I am working with veterans but at the same time many clients and customers are also new to Bitcoin. I help and offer everyone all my knowledge about the industry to help create a thriving Bitcoin industry.   Currently I use LocalBitcoins.com and also do many trades face-to-face with individuals I have meet over the years. Everyone I do business with usually has gone through several verifications ensuring I am working with the safest individuals possible.    Given the opportunity to work with a lender, rest assured that I always maintain good on my word.   Thank you and appreciate your time,  Joshua Cruz",1TCV2D3YJN,B,salaried,US,connected,none,connected,none,connected,2014-12-13 02:31:30 +0100,,canceled,2500000000,0,7100,False,30.19485,-97.876437,190000,USD,0.0,0.0,btc
1030,1TM8533YRA,1069,term_12_months,refinancing,I would like to request a loan for refinancing my loans that are spread across the several lending sites and put them all in one place with a much better repayment rate as well as a small investment into my LTC Gear hash rate. I will payback my previous Bitbond loan with this.,1GQ9QD3MPS,B,salaried,DE,connected,connected,connected,connected,connected,2014-12-13 14:05:24 +0100,,canceled,300000000,0,4935,False,52.402488,0.26782,170000,GBP,0.0,0.0,btc
1031,1TMQG73YRM,1029,term_6_months,investment,"I want to use the extra Bitcoins to help the community buy and sell Bitcoins. Over the past several months I have established a great reputation on LocalBitcoins.com ""Blindxman34"" by working with individuals and assisting them in purchasing Bitcoins. Many times I am working with veterans but at the same time many clients and customers are also new to Bitcoin. I help and offer everyone all my knowledge about the industry to help create a thriving Bitcoin industry. Currently I use LocalBitcoins.com and also do many trades face-to-face with individuals I have meet over the years. Everyone I do business with usually has gone through several verifications ensuring I am working with the safest individuals possible. Given the opportunity to work with a lender, rest assured that I always maintain good on my word.   Thank you and appreciate your time, J.C.",1TCV2D3YJN,B,salaried,US,connected,none,connected,none,connected,2014-12-13 18:27:19 +0100,,expired,300000000,19000000,7100,False,30.19485,-97.876437,190000,USD,0.0,0.0,btc
1032,1TMQMN3YRP,1029,term_6_months,investment,"This is being used to begin to start to build a great reputation     I want to use the extra Bitcoins to help the community buy and sell Bitcoins. Over the past several months I have established a great reputation on LocalBitcoins.com ""Blindxman34"" by working with individuals and assisting them in purchasing Bitcoins. Many times I am working with veterans but at the same time many clients and customers are also new to Bitcoin. I help and offer everyone all my knowledge about the industry to help create a thriving Bitcoin industry. Currently I use LocalBitcoins.com and also do many trades face-to-face with individuals I have meet over the years. Everyone I do business with usually has gone through several verifications ensuring I am working with the safest individuals possible. Given the opportunity to work with a lender, rest assured that I always maintain good on my word. Thank you and appreciate your time, Joshua Cruz",1TCV2D3YJN,B,salaried,US,connected,none,connected,none,connected,2014-12-13 18:29:41 +0100,2014-12-27 18:29:46 +0100,fully_paid,120000000,59000000,7100,False,30.19485,-97.876437,190000,USD,6.0,6.0,btc
1033,1TMYDB3YRT,1465,term_6_weeks,investment,"I am buying LTCGear shares with this loan.  I already have 6000 shares, and trying to add as much shares as possible before LTCGear adds the multiplication on 24/12.  My currently owned shares + the new ones will pay this loan",1T9C683YFD,C,salaried,SE,connected,none,connected,connected,none,2014-12-13 20:25:15 +0100,2014-12-15 18:24:30 +0100,charged_off,40000000,40000000,7062,True,59.064267,15.101492,697700,SEK,1.0,0.0,btc
1034,1TPJ4Y3YSQ,766,term_6_weeks,working_capital,"After my first successful bitbond loan I am now posting my second one. This loan will help maintain cashflow throughout the holiday season, as I have some jobs to finish which only will be paid to me after the holidays (standard 30 day payment terms for B2B in my country).  Some more info on what I do:  I am full time employed, and I have a sideline business in providing (very) small businesses with training and coaching on how to use IT technology to streamline their business. Specifically targeted to businesses with very few employees, an owner who is still working himself, and very little IT knowledge beyond standard PC use.",1P61TF3T93,A,salaried,BE,connected,none,connected,none,none,2014-12-14 11:08:15 +0100,2014-12-17 13:54:41 +0100,fully_paid,100000000,100000000,6186,False,51.05786,4.482376,155000,EUR,1.0,1.0,btc
1035,1TPV603YT1,1806,term_6_months,investment,"Looking to buy new machines to increase the production and decrease costs.  The compagny is a leader at the national market for producing chips,  Because of high competition, i'm obliged to invest in buying new machines, Every loan request is only to buy one machine.  After we reach 100% funds, we will sell the old machine at the local auction, money that we get from it will be sent to the investors.",1RXTA33XGT,D,self_employed,MA,connected,connected,connected,connected,connected,2014-12-14 13:42:24 +0100,,expired,280000000,20000000,6733,False,,,3000000,MAD,0.0,0.0,btc
1036,1TQ2B73YT6,1453,term_12_months,working_capital,short term loan fast repay before time i'm using this loan as backup payment method for my current loan AT BTCJam will pay as soon as i get my credit card verified  ,1SRP9E3Y3W,C,self_employed,EG,connected,connected,connected,connected,connected,2014-12-14 15:44:39 +0100,,canceled,500000000,0,6927,False,51.517035,-0.131344,400000,USD,0.0,0.0,btc
1037,1TQ3T13YTD,2457,term_36_months,consumption,"Hi my name is Eddie Bell. I need to have an operation done on my toe. I have suffered for 21 years already, doctors say I need it amputated! So I will need the funds while I'm recovering. I am currently doing bake sales, due to the fact that I am unable to walk. I will pay the loan back with the profits from the bake sales and the bitcoins that I have invested in mining. Please any help appreciated.  eddiebell190@gmail.com (my email)  @ScroolooseEddie  (Twitter)  http://scrooloosethebits.yolasite.com/ (my website)  ",1TP41G3YSH,E,salaried,ZA,connected,connected,connected,none,none,2014-12-14 16:09:37 +0100,,canceled,370000000,0,7175,True,-25.651639,28.132589,513000,ZAR,0.0,0.0,btc
1038,1TQ8FV3YTP,1465,term_6_weeks,other,"Hello guys, Im a member LocalBitcoin community, can verify through trade communication or forum https://localbitcoins.com/accounts/profile/Kip111/ Also a member of https://bitlendingclub.com/user/index/id/7116/inovateit This is my first reputation loan, i  see a bit of stillness in this site, but hope true investors will help me to warm up here quickly. Thanks! Im london based, living in central post code. Taking things seriously, smooth business is a must! Lets build a trust between some of us! contact email only here, not pimary one! kipras1111@gmail.com ",1TQ3YW3YTE,C,salaried,GB,connected,connected,connected,none,connected,2014-12-14 17:29:31 +0100,2014-12-16 09:38:28 +0100,fully_paid,50000000,50000000,7185,True,51.53945,-0.096832,175000,GBP,1.0,1.0,btc
1039,1TQ92A3YTR,1806,term_6_months,working_capital,"Looking to buy new machines to increase the production and decrease costs. The compagny is a leader at the national market for producing chips, Because of high competition, i'm obliged to invest in buying new machines, Every loan request is only to buy one machine. After we reach 100% funds, we will sell the old machine at the local auction, money that we get from it will be sent to the investors.",1RXTA33XGT,D,self_employed,MA,connected,connected,connected,connected,connected,2014-12-14 17:39:22 +0100,,expired,110000000,0,6733,False,,,3000000,MAD,0.0,0.0,btc
1040,1TQD5W3YTX,1465,term_6_weeks,working_capital,"Fast / Reliable / Honest  I am active on other lending sites with an excellent history: https://btcjam.com/users/47973 https://bitlendingclub.com/user/index/id/3980/alpinejohn12 I am incorporated in the State of Tennessee with Alpine Investment Groups LLC. This loan will be used to sell and advocate Bitcoin in Nashville, TN and as much as the surrounding area as we can reach. This loan is covered many times over with various investments as well as my own income. My name is Sean Collette, find me on FB for more info! https://www.facebook.com/profile.php?id=100005026067818 Please e-mail me at AlpineJohn12@yahoo.com   Thanks / Good Luck / God Bless ",1SWS493Y6J,C,unemployed,US,connected,connected,connected,connected,connected,2014-12-14 18:49:32 +0100,2014-12-15 22:10:49 +0100,fully_paid,40000000,40000000,6963,False,36.103182,-95.035322,250000,USD,1.0,1.0,btc
1041,1TQFFE3YV6,1994,term_6_weeks,education,"Good Afternoon  I am a full time student and working part time in the medical sector. I have been a supporter of cryptos for a little over a year and love the direction it seems to be heading. The spring semester will be starting next month and I am in need of this loan to purchase used textbooks for my upcoming classes. As many of you know, textbooks can be very cost consuming, but I find that if I purchase the books used, I can save a lot of money. Being that I am employed, repaying the loan would not be a problem. ",1TQBCD3YTS,D,salaried,US,connected,none,none,none,none,2014-12-14 19:28:46 +0100,,canceled,50000000,0,7187,True,37.671699,-122.477072,200000,USD,0.0,0.0,btc
1042,1TQR573YVA,1380,term_6_months,working_capital,"I am owner operator of virtualcurrencyauctions.com. The website is a new startup schedueled to go live in December 2014. The website can be seen at http://virtualcurrencyauctions.co/livepreview You can use the Contact Us page or email us at admin@virtualcurrencyauctions.com The loan is for startup costs prior to going live. I work full time so up to this point the website has been a part time project, I have one full time employee when the site goes live. I receive a 4k travel bonus every year in March, this is when the loan will be repaid in full. Thanks for your support. VCA will be using advertsafe.com for user verification, I am verified user 00001978. This is the second round to get funding, Ist round had funding round at 25%, looking to get funded this round.",1JBAK73P9P,C,salaried,CA,none,none,connected,none,none,2014-12-14 21:56:55 +0100,,expired,200000000,27000000,5338,False,51.267011,-80.612933,327200,CAD,0.0,0.0,btc
1043,1TQZWA3YVE,1465,term_6_weeks,investment,Alt Coin Trading  Trading in doge  P2P Micro Lending Trusted Friends will be able to get micro BTC Loans for Daily and  Weekly rates with 10-35% interest Depending on amount/duration of the loan!  Questions Comments or Suggestions Welcome !!!!,1SF47C3XX3,C,self_employed,US,none,none,connected,none,none,2014-12-15 00:08:42 +0100,2014-12-19 02:05:31 +0100,charged_off,60000000,60000000,6861,True,35.240438,-114.308066,120000,USD,1.0,0.0,btc
1044,1TR5AR3YVJ,1994,term_6_weeks,other,Good Afternoon  I am a full time student and work part time in the medical/tech sector in the Bay Area (sf/sj). I have been a supporter of cryptos for a little over a year. This is a reputation loan request and will be paid back far before the due date. Thank you for your time and interest. ,1TQBCD3YTS,D,salaried,US,connected,none,none,none,none,2014-12-15 01:41:44 +0100,2014-12-15 13:58:34 +0100,fully_paid,20000000,20000000,7187,True,37.671699,-122.477072,200000,USD,1.0,1.0,btc
1045,1TSGD03YW1,1465,term_6_weeks,working_capital,Reputation loan 2 of a few.  1 microloan per week.,1NSCG33SQ4,C,salaried,US,connected,connected,connected,connected,connected,2014-12-15 13:56:48 +0100,2014-12-16 03:14:41 +0100,fully_paid,10000000,10000000,6088,False,26.386271,-80.09658,520000,USD,1.0,1.0,btc
1046,1TTB2M3YWM,1453,term_12_months,working_capital,"PrasadaBeauty.com received the necessary votes to be eligible for one out of twenty $150,000 grants from Chase Mission Main Street. The winning grants will be rewarded in January. In the meantime, we are moving our e-commerce over to Shopify so we can start accepting BitCoin! As well as rolling out new products to multiple trade shows, which help us sell direct to other retailers, and meet with prospective clients and vendors. As well as purchasing additional inventory for a end of the year sale. The Social Media blitz we initiated to get the 271 votes we received also brought us additional sales. Current $$ Revenue Streams are sufficient to cover the loan payments, and we are hoping to open up our site to BTC payments with additional products outside of our current offerings. Learn more @ www.prasadabeauty.com Feel Free to contact us through our website, happy to answer any and all questions from prospective investors.",1PC3CF3TFB,C,salaried,US,connected,connected,connected,none,connected,2014-12-15 21:32:04 +0100,,canceled,350000000,69000000,6221,False,25.856767,-80.181772,565000,USD,0.0,0.0,btc
1047,1TTCE83YWQ,1029,term_6_months,investment,"I am a bitcoin miner, now I have a 7 Thash in 28nm tecnology. I want buy bitcoinminer Antminer S3 4Ghash. This winter I take the heat generated by my bitcoin miners to heat my home. It seems that the stability of the difficulty allows the amortization of mining equipment in the medium term.   Thank you for read.",1TFE9Y3YP1,B,salaried,ES,connected,connected,connected,connected,connected,2014-12-15 21:55:20 +0100,,expired,400000000,50000000,7139,False,41.624628,0.637423,200000,EUR,0.0,0.0,btc
